CH2,CH4,Start,Increment,
Volt,Volt,-1.28800e-02,2.00000e-05
1.92e+00,-1.28e-03,
1.92e+00,-1.28e-03,
1.92e+00,-1.52e-03,
1.92e+00,-1.52e-03,
1.92e+00,-1.28e-03,
1.92e+00,-1.28e-03,
1.92e+00,-1.44e-03,
1.92e+00,-1.44e-03,
1.92e+00,-1.28e-03,
1.92e+00,-1.28e-03,
1.90e+00,-1.04e-03,
1.90e+00,-1.04e-03,
1.90e+00,-1.28e-03,
1.90e+00,-1.28e-03,
1.92e+00,-1.60e-03,
1.92e+00,-1.60e-03,
1.90e+00,-1.44e-03,
1.90e+00,-1.44e-03,
1.92e+00,-1.28e-03,
1.92e+00,-1.28e-03,
1.92e+00,-1.36e-03,
1.92e+00,-1.36e-03,
1.92e+00,-1.12e-03,
1.92e+00,-1.12e-03,
1.92e+00,-1.36e-03,
1.92e+00,-1.36e-03,
1.90e+00,-1.36e-03,
1.90e+00,-1.36e-03,
1.92e+00,-1.68e-03,
1.92e+00,-1.68e-03,
1.90e+00,-1.52e-03,
1.90e+00,-1.52e-03,
1.92e+00,-1.52e-03,
1.92e+00,-1.52e-03,
1.92e+00,-1.36e-03,
1.92e+00,-1.36e-03,
1.92e+00,-1.60e-03,
1.92e+00,-1.60e-03,
1.90e+00,-1.28e-03,
1.90e+00,-1.28e-03,
1.92e+00,-1.52e-03,
1.92e+00,-1.52e-03,
1.92e+00,-1.68e-03,
1.92e+00,-1.68e-03,
1.92e+00,-1.60e-03,
1.92e+00,-1.60e-03,
1.92e+00,-1.44e-03,
1.92e+00,-1.44e-03,
1.90e+00,-8.80e-04,
1.90e+00,-8.80e-04,
1.92e+00,-1.28e-03,
1.92e+00,-1.28e-03,
1.90e+00,-1.44e-03,
1.90e+00,-1.44e-03,
1.92e+00,-1.28e-03,
1.92e+00,-1.28e-03,
1.92e+00,-1.20e-03,
1.92e+00,-1.20e-03,
1.92e+00,-1.44e-03,
1.92e+00,-1.44e-03,
1.90e+00,-1.20e-03,
1.90e+00,-1.20e-03,
1.92e+00,-1.28e-03,
1.92e+00,-1.28e-03,
1.90e+00,-1.20e-03,
1.90e+00,-1.20e-03,
1.92e+00,-1.44e-03,
1.92e+00,-1.44e-03,
1.92e+00,-1.44e-03,
1.92e+00,-1.44e-03,
1.92e+00,-1.20e-03,
1.92e+00,-1.20e-03,
1.92e+00,-1.36e-03,
1.92e+00,-1.36e-03,
1.92e+00,-1.52e-03,
1.92e+00,-1.52e-03,
1.90e+00,-1.60e-03,
1.90e+00,-1.60e-03,
1.90e+00,-1.52e-03,
1.90e+00,-1.52e-03,
1.92e+00,-1.44e-03,
1.92e+00,-1.44e-03,
1.92e+00,-1.68e-03,
1.92e+00,-1.68e-03,
1.92e+00,-1.28e-03,
1.92e+00,-1.28e-03,
1.92e+00,-1.44e-03,
1.92e+00,-1.44e-03,
1.92e+00,-9.60e-04,
1.92e+00,-9.60e-04,
1.92e+00,-1.52e-03,
1.92e+00,-1.52e-03,
1.92e+00,-1.44e-03,
1.92e+00,-1.44e-03,
1.92e+00,-1.44e-03,
1.92e+00,-1.44e-03,
1.92e+00,-1.52e-03,
1.92e+00,-1.52e-03,
1.92e+00,-1.28e-03,
1.92e+00,-1.28e-03,
1.92e+00,-1.68e-03,
1.92e+00,-1.68e-03,
1.92e+00,-1.36e-03,
1.92e+00,-1.36e-03,
1.92e+00,-1.52e-03,
1.92e+00,-1.52e-03,
1.90e+00,-1.20e-03,
1.90e+00,-1.20e-03,
1.92e+00,-1.28e-03,
1.92e+00,-1.28e-03,
1.92e+00,-1.04e-03,
1.92e+00,-1.04e-03,
1.92e+00,-1.04e-03,
1.92e+00,-1.04e-03,
1.90e+00,-1.52e-03,
1.90e+00,-1.52e-03,
1.92e+00,-9.60e-04,
1.92e+00,-9.60e-04,
1.92e+00,-1.44e-03,
1.92e+00,-1.44e-03,
1.92e+00,-1.44e-03,
1.92e+00,-1.44e-03,
1.90e+00,-1.28e-03,
1.90e+00,-1.28e-03,
1.92e+00,-1.60e-03,
1.92e+00,-1.60e-03,
1.90e+00,-1.44e-03,
1.90e+00,-1.44e-03,
1.92e+00,-1.04e-03,
1.92e+00,-1.04e-03,
1.90e+00,-1.28e-03,
1.90e+00,-1.28e-03,
1.92e+00,-1.20e-03,
1.92e+00,-1.20e-03,
1.90e+00,-1.04e-03,
1.90e+00,-1.04e-03,
1.90e+00,-1.36e-03,
1.90e+00,-1.36e-03,
1.90e+00,-1.36e-03,
1.90e+00,-1.36e-03,
1.90e+00,-1.60e-03,
1.90e+00,-1.60e-03,
1.90e+00,-1.28e-03,
1.90e+00,-1.28e-03,
1.92e+00,-1.52e-03,
1.92e+00,-1.52e-03,
1.90e+00,-1.44e-03,
1.90e+00,-1.44e-03,
1.90e+00,-1.12e-03,
1.90e+00,-1.12e-03,
1.90e+00,-1.12e-03,
1.90e+00,-1.12e-03,
1.90e+00,-1.44e-03,
1.90e+00,-1.44e-03,
